,adult standards,easy listening,lounge,vocal jazz,space age pop,swing,torch song,american folk revival,folk,american modern classical,deep adult standards,rock-and-roll,rockabilly,man's orchestra,vocal harmony group,exotica,laboratorio,library music,cowboy western,doo-wop,canadian country,canadian pop,mellow gold,soft rock,mambo,movie tunes,classic soundtrack,rhythm and blues,big band,jazz clarinet,tin pan alley,nashville sound,classic italian pop,italian adult pop,bubblegum pop,sunshine pop,novelty,soul,louisiana blues,memphis blues,new orleans blues
0,99,90,95,85,75,85,59,5,5,10,93,99,99,90,89,55,55,55,80,97,34,84,92,34,74,45,52,97,64,64,64,91,70,70,99,92,73,85,82,82,82
