,chilean indie,deep latin alternative,cantautor,latin arena pop,latin pop,mexican pop,rock en espanol,spanish pop,granada indie,alternative dance,electro house,electroclash,electronica,filter house,french indietronica,french techno,new french touch,new rave,british soul,neo soul,spanish indie pop,spanish noise pop,dance rock,new romantic,new wave,new wave pop,pop rock,rock,synthpop,arkansas country,outlaw country,candy pop,permanent wave,power pop,dominican pop,spanish synthpop,chilean rock,pop electronico,glam rock,mellow gold,piano rock,spanish electropop,dance pop,pop,british alternative rock,experimental indie rock,indie rock,rap canario,urbano espanol,electro swing,hip-hop experimental,nu jazz,rap marseille,doo-wop,rhythm and blues,folk rock,sunshine pop,beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,electropop,french indie pop,indietronica,modern rock,socal pop punk,rap latina,rap politico,rock-and-roll,rockabilly,acoustic punk,alternative rock,anti-folk,punk,art pop,europop,cancion melodica,pop romantico,riot grrrl,indie cordoba,bossa nova,brazilian rock,mpb,psicodelia brasileira,tropicalia,electrofox,munich electronic,nu disco,indie catala,latin rock,adult standards,brill building pop,folk,singer-songwriter,soft rock,latin jazz,mambo,musica tradicional cubana,salsa,baltimore indie,chillwave,rockabilly en espanol,spanish new wave,spanish rockabilly,classic soul,memphis soul,soul,soul blues,southern soul,contemporary country,country,country dawn,country road,swedish synth,cumbia,latin alternative,tropical alternativo,dance-punk,queercore,gruperas inmortales,musica mexicana,nu-cumbia,tropical,quiet storm,chicago soul,funk,veracruz indie,northern soul,disco,spanish electronic,alternative metal,cyberpunk,electronic rock,industrial,industrial metal,industrial rock,nu metal,art punk,art rock,funk rock,post-punk,zolo,deep new americana,manitoba indie,atl hip hop,britpop,lancashire indie,eurodance,hip house,jazz blues,soul jazz,torch song,vocal jazz,hi-nrg,sophisti-pop,album rock,hard rock,olympia wa indie,baroque pop,canadian indie,quebec indie,bboy,instrumental funk
0,102,102,105,74,76,131,131,105,109,143,120,136,120,120,120,120,120,145,83,122,148,148,116,137,137,139,139,145,137,121,121,63,145,63,13,133,15,115,140,140,140,147,111,111,112,112,145,21,21,22,22,22,22,23,23,43,24,142,142,142,142,142,143,27,49,145,27,147,110,85,31,126,126,126,126,106,132,76,76,124,37,39,39,39,39,39,40,40,40,41,115,85,43,43,43,138,127,127,127,127,49,49,105,141,105,86,62,134,62,62,67,67,67,67,71,115,131,115,124,124,82,82,82,82,86,86,86,131,93,149,97,99,99,99,99,99,99,99,108,108,108,108,108,118,118,122,125,125,132,132,134,134,134,134,137,137,138,138,143,145,145,145,146,146
